x,y,das,treatment,area,source,date
563686.6315007246,5705668.434479999,167.0,treated,non-inoculated,observation,2022-09-14
563692.7430514493,5705668.434479999,167.0,treated,non-inoculated,observation,2022-09-14
563695.7988268116,5705668.434479999,167.0,treated,non-inoculated,observation,2022-09-14
563698.8546021739,5705668.434479999,167.0,treated,non-inoculated,observation,2022-09-14
563708.0219282608,5705668.434479999,167.0,treated,non-inoculated,observation,2022-09-14
563714.1334789855,5705668.434479999,167.0,treated,non-inoculated,observation,2022-09-14
563753.8585586956,5705668.434479999,167.0,treated,non-inoculated,observation,2022-09-14
563756.914334058,5705668.434479999,167.0,treated,non-inoculated,observation,2022-09-14
563759.9701094202,5705668.434479999,167.0,treated,non-inoculated,observation,2022-09-14
563763.0258847827,5705668.434479999,158.0,treated,non-inoculated,observation,2022-09-05
563766.081660145,5705668.434479999,167.0,treated,non-inoculated,observation,2022-09-14
563769.1374355073,5705668.434479999,159.0,treated,non-inoculated,observation,2022-09-06
563772.1932108696,5705668.434479999,145.0,treated,non-inoculated,observation,2022-08-23
563775.2489862319,5705668.434479999,140.0,treated,non-inoculated,observation,2022-08-18
563683.5757253623,5705663.32512,167.0,treated,non-inoculated,observation,2022-09-14
563686.6315007246,5705663.32512,166.0,treated,non-inoculated,observation,2022-09-13
563689.6872760869,5705663.32512,166.0,treated,non-inoculated,observation,2022-09-13
563692.7430514493,5705663.32512,166.0,treated,non-inoculated,observation,2022-09-13
563695.7988268116,5705663.32512,166.0,treated,non-inoculated,observation,2022-09-13
563698.8546021739,5705663.32512,163.0,treated,non-inoculated,observation,2022-09-10
563701.9103775362,5705663.32512,167.0,treated,non-inoculated,observation,2022-09-14
563704.9661528985,5705663.32512,167.0,treated,non-inoculated,observation,2022-09-14
563708.0219282608,5705663.32512,167.0,treated,non-inoculated,observation,2022-09-14
563711.0777036232,5705663.32512,166.0,treated,non-inoculated,observation,2022-09-13
563714.1334789855,5705663.32512,167.0,treated,non-inoculated,observation,2022-09-14
563717.1892543478,5705663.32512,167.0,treated,non-inoculated,observation,2022-09-14
563720.2450297101,5705663.32512,167.0,treated,non-inoculated,observation,2022-09-14
563750.8027833333,5705663.32512,167.0,treated,non-inoculated,observation,2022-09-14
563753.8585586956,5705663.32512,167.0,treated,non-inoculated,observation,2022-09-14
563756.914334058,5705663.32512,167.0,treated,non-inoculated,observation,2022-09-14
563759.9701094202,5705663.32512,166.0,treated,non-inoculated,observation,2022-09-13
563763.0258847827,5705663.32512,167.0,treated,non-inoculated,observation,2022-09-14
563766.081660145,5705663.32512,166.0,treated,non-inoculated,observation,2022-09-13
563769.1374355073,5705663.32512,154.0,treated,non-inoculated,observation,2022-09-01
563772.1932108696,5705663.32512,166.0,treated,non-inoculated,observation,2022-09-13
563775.2489862319,5705663.32512,154.0,treated,non-inoculated,observation,2022-09-01
563680.51995,5705658.21576,166.0,treated,non-inoculated,observation,2022-09-13
563683.5757253623,5705658.21576,167.0,treated,non-inoculated,observation,2022-09-14
563689.6872760869,5705658.21576,153.0,treated,non-inoculated,observation,2022-08-31
563692.7430514493,5705658.21576,167.0,treated,non-inoculated,observation,2022-09-14
563695.7988268116,5705658.21576,167.0,treated,non-inoculated,observation,2022-09-14
563698.8546021739,5705658.21576,167.0,treated,non-inoculated,observation,2022-09-14
563704.9661528985,5705658.21576,167.0,treated,non-inoculated,observation,2022-09-14
563708.0219282608,5705658.21576,167.0,treated,non-inoculated,observation,2022-09-14
563714.1334789855,5705658.21576,167.0,treated,non-inoculated,observation,2022-09-14
563717.1892543478,5705658.21576,167.0,treated,non-inoculated,observation,2022-09-14
563726.3565804348,5705658.21576,167.0,treated,non-inoculated,observation,2022-09-14
563732.4681311594,5705658.21576,167.0,treated,non-inoculated,observation,2022-09-14
563735.5239065217,5705658.21576,161.0,treated,non-inoculated,observation,2022-09-08
563738.579681884,5705658.21576,166.0,treated,non-inoculated,observation,2022-09-13
563741.6354572463,5705658.21576,166.0,treated,non-inoculated,observation,2022-09-13
563744.6912326087,5705658.21576,166.0,treated,non-inoculated,observation,2022-09-13
563750.8027833333,5705658.21576,167.0,treated,non-inoculated,observation,2022-09-14
563753.8585586956,5705658.21576,167.0,treated,non-inoculated,observation,2022-09-14
563756.914334058,5705658.21576,167.0,treated,non-inoculated,observation,2022-09-14
563759.9701094202,5705658.21576,167.0,treated,non-inoculated,observation,2022-09-14
563763.0258847827,5705658.21576,166.0,treated,non-inoculated,observation,2022-09-13
563766.081660145,5705658.21576,167.0,treated,non-inoculated,observation,2022-09-14
563769.1374355073,5705658.21576,167.0,treated,non-inoculated,observation,2022-09-14
563772.1932108696,5705658.21576,154.0,treated,non-inoculated,observation,2022-09-01
563680.51995,5705653.1064,161.0,treated,non-inoculated,observation,2022-09-08
563683.5757253623,5705653.1064,166.0,treated,non-inoculated,observation,2022-09-13
563686.6315007246,5705653.1064,167.0,treated,non-inoculated,observation,2022-09-14
563689.6872760869,5705653.1064,167.0,treated,non-inoculated,observation,2022-09-14
563692.7430514493,5705653.1064,167.0,treated,non-inoculated,observation,2022-09-14
563695.7988268116,5705653.1064,167.0,treated,non-inoculated,observation,2022-09-14
563698.8546021739,5705653.1064,167.0,treated,non-inoculated,observation,2022-09-14
563701.9103775362,5705653.1064,167.0,treated,non-inoculated,observation,2022-09-14
563708.0219282608,5705653.1064,167.0,treated,non-inoculated,observation,2022-09-14
563711.0777036232,5705653.1064,167.0,treated,non-inoculated,observation,2022-09-14
563714.1334789855,5705653.1064,167.0,treated,non-inoculated,observation,2022-09-14
563717.1892543478,5705653.1064,167.0,treated,non-inoculated,observation,2022-09-14
563720.2450297101,5705653.1064,167.0,treated,non-inoculated,observation,2022-09-14
563723.3008050724,5705653.1064,167.0,treated,non-inoculated,observation,2022-09-14
563726.3565804348,5705653.1064,166.0,treated,non-inoculated,observation,2022-09-13
563729.4123557971,5705653.1064,166.0,treated,non-inoculated,observation,2022-09-13
563732.4681311594,5705653.1064,167.0,treated,non-inoculated,observation,2022-09-14
563735.5239065217,5705653.1064,167.0,treated,non-inoculated,observation,2022-09-14
563738.579681884,5705653.1064,167.0,treated,non-inoculated,observation,2022-09-14
563741.6354572463,5705653.1064,167.0,treated,non-inoculated,observation,2022-09-14
563744.6912326087,5705653.1064,167.0,treated,non-inoculated,observation,2022-09-14
563747.747007971,5705653.1064,166.0,treated,non-inoculated,observation,2022-09-13
563750.8027833333,5705653.1064,166.0,treated,non-inoculated,observation,2022-09-13
563753.8585586956,5705653.1064,166.0,treated,non-inoculated,observation,2022-09-13
563756.914334058,5705653.1064,153.0,treated,non-inoculated,observation,2022-08-31
563759.9701094202,5705653.1064,167.0,treated,non-inoculated,observation,2022-09-14
563763.0258847827,5705653.1064,167.0,treated,non-inoculated,observation,2022-09-14
563766.081660145,5705653.1064,167.0,treated,non-inoculated,observation,2022-09-14
563769.1374355073,5705653.1064,167.0,treated,non-inoculated,observation,2022-09-14
563772.1932108696,5705653.1064,157.0,treated,non-inoculated,observation,2022-09-04
563683.5757253623,5705647.99704,167.0,treated,non-inoculated,observation,2022-09-14
563686.6315007246,5705647.99704,167.0,treated,non-inoculated,observation,2022-09-14
563689.6872760869,5705647.99704,167.0,treated,non-inoculated,observation,2022-09-14
563692.7430514493,5705647.99704,167.0,treated,non-inoculated,observation,2022-09-14
563695.7988268116,5705647.99704,167.0,treated,non-inoculated,observation,2022-09-14
563698.8546021739,5705647.99704,167.0,treated,non-inoculated,observation,2022-09-14
563701.9103775362,5705647.99704,166.0,treated,non-inoculated,observation,2022-09-13
563704.9661528985,5705647.99704,167.0,treated,non-inoculated,observation,2022-09-14
563708.0219282608,5705647.99704,161.0,treated,non-inoculated,observation,2022-09-08
563711.0777036232,5705647.99704,167.0,treated,non-inoculated,observation,2022-09-14
563717.1892543478,5705647.99704,166.0,treated,non-inoculated,observation,2022-09-13
563720.2450297101,5705647.99704,152.0,treated,non-inoculated,observation,2022-08-30
563723.3008050724,5705647.99704,152.0,treated,non-inoculated,observation,2022-08-30
563726.3565804348,5705647.99704,153.0,treated,non-inoculated,observation,2022-08-31
563729.4123557971,5705647.99704,166.0,treated,non-inoculated,observation,2022-09-13
563732.4681311594,5705647.99704,166.0,treated,non-inoculated,observation,2022-09-13
563735.5239065217,5705647.99704,166.0,treated,non-inoculated,observation,2022-09-13
563738.579681884,5705647.99704,154.0,treated,non-inoculated,observation,2022-09-01
563741.6354572463,5705647.99704,166.0,treated,non-inoculated,observation,2022-09-13
563744.6912326087,5705647.99704,167.0,treated,non-inoculated,observation,2022-09-14
563747.747007971,5705647.99704,166.0,treated,non-inoculated,observation,2022-09-13
563750.8027833333,5705647.99704,166.0,treated,non-inoculated,observation,2022-09-13
563753.8585586956,5705647.99704,167.0,treated,non-inoculated,observation,2022-09-14
563756.914334058,5705647.99704,167.0,treated,non-inoculated,observation,2022-09-14
563759.9701094202,5705647.99704,167.0,treated,non-inoculated,observation,2022-09-14
563763.0258847827,5705647.99704,154.0,treated,non-inoculated,observation,2022-09-01
563769.1374355073,5705647.99704,167.0,treated,non-inoculated,observation,2022-09-14
563772.1932108696,5705647.99704,154.0,treated,non-inoculated,observation,2022-09-01
563680.51995,5705642.88768,167.0,treated,non-inoculated,observation,2022-09-14
563683.5757253623,5705642.88768,167.0,treated,non-inoculated,observation,2022-09-14
563686.6315007246,5705642.88768,167.0,treated,non-inoculated,observation,2022-09-14
563689.6872760869,5705642.88768,167.0,treated,non-inoculated,observation,2022-09-14
563692.7430514493,5705642.88768,167.0,treated,non-inoculated,observation,2022-09-14
563695.7988268116,5705642.88768,167.0,treated,non-inoculated,observation,2022-09-14
563698.8546021739,5705642.88768,167.0,treated,non-inoculated,observation,2022-09-14
563701.9103775362,5705642.88768,167.0,treated,non-inoculated,observation,2022-09-14
563704.9661528985,5705642.88768,167.0,treated,non-inoculated,observation,2022-09-14
563708.0219282608,5705642.88768,167.0,treated,non-inoculated,observation,2022-09-14
563711.0777036232,5705642.88768,167.0,treated,non-inoculated,observation,2022-09-14
563741.6354572463,5705642.88768,154.0,treated,non-inoculated,observation,2022-09-01
563744.6912326087,5705642.88768,167.0,treated,non-inoculated,observation,2022-09-14
563747.747007971,5705642.88768,161.0,treated,non-inoculated,observation,2022-09-08
563750.8027833333,5705642.88768,161.0,treated,non-inoculated,observation,2022-09-08
563753.8585586956,5705642.88768,167.0,treated,non-inoculated,observation,2022-09-14
563756.914334058,5705642.88768,166.0,treated,non-inoculated,observation,2022-09-13
563759.9701094202,5705642.88768,158.0,treated,non-inoculated,observation,2022-09-05
563763.0258847827,5705642.88768,147.0,treated,non-inoculated,observation,2022-08-25
563766.081660145,5705642.88768,153.0,treated,non-inoculated,observation,2022-08-31
563769.1374355073,5705642.88768,166.0,treated,non-inoculated,observation,2022-09-13
563772.1932108696,5705642.88768,166.0,treated,non-inoculated,observation,2022-09-13
563677.4641746377,5705637.77832,159.0,treated,non-inoculated,observation,2022-09-06
563680.51995,5705637.77832,167.0,treated,non-inoculated,observation,2022-09-14
563683.5757253623,5705637.77832,156.0,treated,non-inoculated,observation,2022-09-03
563686.6315007246,5705637.77832,165.0,treated,non-inoculated,observation,2022-09-12
563689.6872760869,5705637.77832,166.0,treated,non-inoculated,observation,2022-09-13
563692.7430514493,5705637.77832,167.0,treated,non-inoculated,observation,2022-09-14
563695.7988268116,5705637.77832,167.0,treated,non-inoculated,observation,2022-09-14
563698.8546021739,5705637.77832,165.0,treated,non-inoculated,observation,2022-09-12
563701.9103775362,5705637.77832,167.0,treated,non-inoculated,observation,2022-09-14
563704.9661528985,5705637.77832,159.0,treated,non-inoculated,observation,2022-09-06
563708.0219282608,5705637.77832,166.0,treated,non-inoculated,observation,2022-09-13
563744.6912326087,5705637.77832,166.0,treated,non-inoculated,observation,2022-09-13
563747.747007971,5705637.77832,166.0,treated,non-inoculated,observation,2022-09-13
563750.8027833333,5705637.77832,166.0,treated,non-inoculated,observation,2022-09-13
563753.8585586956,5705637.77832,166.0,treated,non-inoculated,observation,2022-09-13
563756.914334058,5705637.77832,154.0,treated,non-inoculated,observation,2022-09-01
563759.9701094202,5705637.77832,153.0,treated,non-inoculated,observation,2022-08-31
563763.0258847827,5705637.77832,153.0,treated,non-inoculated,observation,2022-08-31
563766.081660145,5705637.77832,154.0,treated,non-inoculated,observation,2022-09-01
563769.1374355073,5705637.77832,160.0,treated,non-inoculated,observation,2022-09-07
563677.4641746377,5705632.66896,164.0,treated,non-inoculated,observation,2022-09-11
563680.51995,5705632.66896,166.0,treated,non-inoculated,observation,2022-09-13
563683.5757253623,5705632.66896,154.0,treated,non-inoculated,observation,2022-09-01
563686.6315007246,5705632.66896,166.0,treated,non-inoculated,observation,2022-09-13
563689.6872760869,5705632.66896,166.0,treated,non-inoculated,observation,2022-09-13
563692.7430514493,5705632.66896,166.0,treated,non-inoculated,observation,2022-09-13
563698.8546021739,5705632.66896,167.0,treated,non-inoculated,observation,2022-09-14
563701.9103775362,5705632.66896,166.0,treated,non-inoculated,observation,2022-09-13
563704.9661528985,5705632.66896,166.0,treated,non-inoculated,observation,2022-09-13
563747.747007971,5705632.66896,153.0,treated,non-inoculated,observation,2022-08-31
563750.8027833333,5705632.66896,153.0,treated,non-inoculated,observation,2022-08-31
563753.8585586956,5705632.66896,154.0,treated,non-inoculated,observation,2022-09-01
563756.914334058,5705632.66896,153.0,treated,non-inoculated,observation,2022-08-31
563759.9701094202,5705632.66896,166.0,treated,non-inoculated,observation,2022-09-13
563763.0258847827,5705632.66896,166.0,treated,non-inoculated,observation,2022-09-13
563766.081660145,5705632.66896,165.0,treated,non-inoculated,observation,2022-09-12
563769.1374355073,5705632.66896,125.0,treated,non-inoculated,observation,2022-08-03
563677.4641746377,5705627.5596,167.0,treated,non-inoculated,observation,2022-09-14
563680.51995,5705627.5596,164.0,treated,non-inoculated,observation,2022-09-11
563683.5757253623,5705627.5596,160.0,treated,non-inoculated,observation,2022-09-07
563686.6315007246,5705627.5596,156.0,treated,non-inoculated,observation,2022-09-03
563689.6872760869,5705627.5596,166.0,treated,non-inoculated,observation,2022-09-13
563692.7430514493,5705627.5596,166.0,treated,non-inoculated,observation,2022-09-13
563695.7988268116,5705627.5596,166.0,treated,non-inoculated,observation,2022-09-13
563698.8546021739,5705627.5596,166.0,treated,non-inoculated,observation,2022-09-13
563701.9103775362,5705627.5596,166.0,treated,non-inoculated,observation,2022-09-13
563704.9661528985,5705627.5596,149.0,treated,non-inoculated,observation,2022-08-27
563747.747007971,5705627.5596,155.0,treated,non-inoculated,observation,2022-09-02
563750.8027833333,5705627.5596,166.0,treated,non-inoculated,observation,2022-09-13
563753.8585586956,5705627.5596,166.0,treated,non-inoculated,observation,2022-09-13
563756.914334058,5705627.5596,166.0,treated,non-inoculated,observation,2022-09-13
563759.9701094202,5705627.5596,166.0,treated,non-inoculated,observation,2022-09-13
563763.0258847827,5705627.5596,166.0,treated,non-inoculated,observation,2022-09-13
563766.081660145,5705627.5596,166.0,treated,non-inoculated,observation,2022-09-13
563769.1374355073,5705627.5596,125.0,treated,non-inoculated,observation,2022-08-03
563677.4641746377,5705622.45024,166.0,treated,non-inoculated,observation,2022-09-13
563680.51995,5705622.45024,166.0,treated,non-inoculated,observation,2022-09-13
563683.5757253623,5705622.45024,166.0,treated,non-inoculated,observation,2022-09-13
563686.6315007246,5705622.45024,166.0,treated,non-inoculated,observation,2022-09-13
563689.6872760869,5705622.45024,166.0,treated,non-inoculated,observation,2022-09-13
563692.7430514493,5705622.45024,166.0,treated,non-inoculated,observation,2022-09-13
563695.7988268116,5705622.45024,166.0,treated,non-inoculated,observation,2022-09-13
563698.8546021739,5705622.45024,167.0,treated,non-inoculated,observation,2022-09-14
563701.9103775362,5705622.45024,166.0,treated,non-inoculated,observation,2022-09-13
563704.9661528985,5705622.45024,166.0,treated,non-inoculated,observation,2022-09-13
563747.747007971,5705622.45024,166.0,treated,non-inoculated,observation,2022-09-13
563750.8027833333,5705622.45024,166.0,treated,non-inoculated,observation,2022-09-13
563753.8585586956,5705622.45024,166.0,treated,non-inoculated,observation,2022-09-13
563756.914334058,5705622.45024,166.0,treated,non-inoculated,observation,2022-09-13
563759.9701094202,5705622.45024,166.0,treated,non-inoculated,observation,2022-09-13
563763.0258847827,5705622.45024,166.0,treated,non-inoculated,observation,2022-09-13
563766.081660145,5705622.45024,166.0,treated,non-inoculated,observation,2022-09-13
563674.4083992754,5705617.34088,166.0,treated,non-inoculated,observation,2022-09-13
563677.4641746377,5705617.34088,166.0,treated,non-inoculated,observation,2022-09-13
563683.5757253623,5705617.34088,166.0,treated,non-inoculated,observation,2022-09-13
563686.6315007246,5705617.34088,166.0,treated,non-inoculated,observation,2022-09-13
563689.6872760869,5705617.34088,167.0,treated,non-inoculated,observation,2022-09-14
563692.7430514493,5705617.34088,167.0,treated,non-inoculated,observation,2022-09-14
563695.7988268116,5705617.34088,166.0,treated,non-inoculated,observation,2022-09-13
563698.8546021739,5705617.34088,166.0,treated,non-inoculated,observation,2022-09-13
563701.9103775362,5705617.34088,166.0,treated,non-inoculated,observation,2022-09-13
563704.9661528985,5705617.34088,166.0,treated,non-inoculated,observation,2022-09-13
563708.0219282608,5705617.34088,166.0,treated,non-inoculated,observation,2022-09-13
563744.6912326087,5705617.34088,166.0,treated,non-inoculated,observation,2022-09-13
563747.747007971,5705617.34088,166.0,treated,non-inoculated,observation,2022-09-13
563750.8027833333,5705617.34088,166.0,treated,non-inoculated,observation,2022-09-13
