x,y,lai,treatment,area,source
563687.0327076797,5705675.071547318,0.65,treated,non-inoculated,uas_t1
563691.5909730454,5705675.071547318,0.7,treated,non-inoculated,uas_t1
563696.1492384113,5705675.071547318,0.45,treated,non-inoculated,uas_t1
563700.7075037771,5705675.071547318,0.75,treated,non-inoculated,uas_t1
563705.265769143,5705675.071547318,0.8,treated,non-inoculated,uas_t1
563709.8240345088,5705675.071547318,0.7,treated,non-inoculated,uas_t1
563714.3822998747,5705675.071547318,0.7,treated,non-inoculated,uas_t1
563755.4066881672,5705675.071547318,0.7,treated,non-inoculated,uas_t1
563759.964953533,5705675.071547318,0.7,treated,non-inoculated,uas_t1
563764.5232188989,5705675.071547318,0.6,treated,non-inoculated,uas_t1
563769.0814842647,5705675.071547318,0.6,treated,non-inoculated,uas_t1
563773.6397496306,5705675.071547318,0.6,treated,non-inoculated,uas_t1
563778.1980149964,5705675.071547318,0.45,treated,non-inoculated,uas_t1
563682.4744423138,5705670.513281953,0.7,treated,non-inoculated,uas_t1
563687.0327076797,5705670.513281953,0.6,treated,non-inoculated,uas_t1
563691.5909730454,5705670.513281953,0.65,treated,non-inoculated,uas_t1
563696.1492384113,5705670.513281953,0.5,treated,non-inoculated,uas_t1
563700.7075037771,5705670.513281953,0.8,treated,non-inoculated,uas_t1
563705.265769143,5705670.513281953,0.8,treated,non-inoculated,uas_t1
563709.8240345088,5705670.513281953,0.8,treated,non-inoculated,uas_t1
563714.3822998747,5705670.513281953,0.7,treated,non-inoculated,uas_t1
563755.4066881672,5705670.513281953,0.75,treated,non-inoculated,uas_t1
563759.964953533,5705670.513281953,0.7,treated,non-inoculated,uas_t1
563764.5232188989,5705670.513281953,0.7,treated,non-inoculated,uas_t1
563769.0814842647,5705670.513281953,0.6,treated,non-inoculated,uas_t1
563773.6397496306,5705670.513281953,0.65,treated,non-inoculated,uas_t1
563778.1980149964,5705670.513281953,0.4,treated,non-inoculated,uas_t1
563682.4744423138,5705665.955016587,0.75,treated,non-inoculated,uas_t1
563687.0327076797,5705665.955016587,0.65,treated,non-inoculated,uas_t1
563691.5909730454,5705665.955016587,0.5,treated,non-inoculated,uas_t1
563696.1492384113,5705665.955016587,0.6,treated,non-inoculated,uas_t1
563700.7075037771,5705665.955016587,0.75,treated,non-inoculated,uas_t1
563705.265769143,5705665.955016587,0.7,treated,non-inoculated,uas_t1
563709.8240345088,5705665.955016587,0.7,treated,non-inoculated,uas_t1
563714.3822998747,5705665.955016587,0.65,treated,non-inoculated,uas_t1
563718.9405652406,5705665.955016587,0.75,treated,non-inoculated,uas_t1
563750.8484228014,5705665.955016587,0.55,treated,non-inoculated,uas_t1
563755.4066881672,5705665.955016587,0.75,treated,non-inoculated,uas_t1
563759.964953533,5705665.955016587,0.7,treated,non-inoculated,uas_t1
563764.5232188989,5705665.955016587,0.65,treated,non-inoculated,uas_t1
563769.0814842647,5705665.955016587,0.65,treated,non-inoculated,uas_t1
563773.6397496306,5705665.955016587,0.5,treated,non-inoculated,uas_t1
563682.4744423138,5705661.396751221,0.6,treated,non-inoculated,uas_t1
563687.0327076797,5705661.396751221,0.65,treated,non-inoculated,uas_t1
563691.5909730454,5705661.396751221,0.45,treated,non-inoculated,uas_t1
563696.1492384113,5705661.396751221,0.65,treated,non-inoculated,uas_t1
563700.7075037771,5705661.396751221,0.85,treated,non-inoculated,uas_t1
563705.265769143,5705661.396751221,0.75,treated,non-inoculated,uas_t1
563709.8240345088,5705661.396751221,0.65,treated,non-inoculated,uas_t1
563714.3822998747,5705661.396751221,0.6,treated,non-inoculated,uas_t1
563718.9405652406,5705661.396751221,0.75,treated,non-inoculated,uas_t1
563723.4988306063,5705661.396751221,0.85,treated,non-inoculated,uas_t1
563746.2901574356,5705661.396751221,0.65,treated,non-inoculated,uas_t1
563750.8484228014,5705661.396751221,0.6,treated,non-inoculated,uas_t1
563755.4066881672,5705661.396751221,0.8,treated,non-inoculated,uas_t1
563759.964953533,5705661.396751221,0.7,treated,non-inoculated,uas_t1
563764.5232188989,5705661.396751221,0.7,treated,non-inoculated,uas_t1
563769.0814842647,5705661.396751221,0.65,treated,non-inoculated,uas_t1
563773.6397496306,5705661.396751221,0.5,treated,non-inoculated,uas_t1
563682.4744423138,5705656.838485856,0.65,treated,non-inoculated,uas_t1
563687.0327076797,5705656.838485856,0.8,treated,non-inoculated,uas_t1
563691.5909730454,5705656.838485856,0.4,treated,non-inoculated,uas_t1
563696.1492384113,5705656.838485856,0.7,treated,non-inoculated,uas_t1
563700.7075037771,5705656.838485856,0.85,treated,non-inoculated,uas_t1
563705.265769143,5705656.838485856,0.65,treated,non-inoculated,uas_t1
563709.8240345088,5705656.838485856,0.7,treated,non-inoculated,uas_t1
563714.3822998747,5705656.838485856,0.75,treated,non-inoculated,uas_t1
563718.9405652406,5705656.838485856,0.65,treated,non-inoculated,uas_t1
563723.4988306063,5705656.838485856,0.9,treated,non-inoculated,uas_t1
563728.0570959722,5705656.838485856,0.7,treated,non-inoculated,uas_t1
563732.615361338,5705656.838485856,0.8,treated,non-inoculated,uas_t1
563737.1736267039,5705656.838485856,0.8,treated,non-inoculated,uas_t1
563741.7318920697,5705656.838485856,0.85,treated,non-inoculated,uas_t1
563746.2901574356,5705656.838485856,0.6,treated,non-inoculated,uas_t1
563750.8484228014,5705656.838485856,0.55,treated,non-inoculated,uas_t1
563755.4066881672,5705656.838485856,0.85,treated,non-inoculated,uas_t1
563759.964953533,5705656.838485856,0.7,treated,non-inoculated,uas_t1
563764.5232188989,5705656.838485856,0.65,treated,non-inoculated,uas_t1
563769.0814842647,5705656.838485856,0.65,treated,non-inoculated,uas_t1
563773.6397496306,5705656.838485856,0.4,treated,non-inoculated,uas_t1
563682.4744423138,5705652.280220489,0.7,treated,non-inoculated,uas_t1
563687.0327076797,5705652.280220489,0.8,treated,non-inoculated,uas_t1
563691.5909730454,5705652.280220489,0.45,treated,non-inoculated,uas_t1
563696.1492384113,5705652.280220489,0.85,treated,non-inoculated,uas_t1
563700.7075037771,5705652.280220489,0.8,treated,non-inoculated,uas_t1
563705.265769143,5705652.280220489,0.75,treated,non-inoculated,uas_t1
563709.8240345088,5705652.280220489,0.8,treated,non-inoculated,uas_t1
563714.3822998747,5705652.280220489,0.85,treated,non-inoculated,uas_t1
563718.9405652406,5705652.280220489,0.6,treated,non-inoculated,uas_t1
563723.4988306063,5705652.280220489,1.1,treated,non-inoculated,uas_t1
563728.0570959722,5705652.280220489,0.75,treated,non-inoculated,uas_t1
563732.615361338,5705652.280220489,0.85,treated,non-inoculated,uas_t1
563737.1736267039,5705652.280220489,0.75,treated,non-inoculated,uas_t1
563741.7318920697,5705652.280220489,0.8,treated,non-inoculated,uas_t1
563746.2901574356,5705652.280220489,0.5,treated,non-inoculated,uas_t1
563750.8484228014,5705652.280220489,0.75,treated,non-inoculated,uas_t1
563755.4066881672,5705652.280220489,0.7,treated,non-inoculated,uas_t1
563759.964953533,5705652.280220489,0.7,treated,non-inoculated,uas_t1
563764.5232188989,5705652.280220489,0.8,treated,non-inoculated,uas_t1
563769.0814842647,5705652.280220489,0.6,treated,non-inoculated,uas_t1
563773.6397496306,5705652.280220489,0.45,treated,non-inoculated,uas_t1
563682.4744423138,5705647.721955123,0.8,treated,non-inoculated,uas_t1
563687.0327076797,5705647.721955123,0.8,treated,non-inoculated,uas_t1
563691.5909730454,5705647.721955123,0.45,treated,non-inoculated,uas_t1
563696.1492384113,5705647.721955123,0.8,treated,non-inoculated,uas_t1
563700.7075037771,5705647.721955123,0.8,treated,non-inoculated,uas_t1
563705.265769143,5705647.721955123,0.85,treated,non-inoculated,uas_t1
563709.8240345088,5705647.721955123,0.85,treated,non-inoculated,uas_t1
563714.3822998747,5705647.721955123,0.9,treated,non-inoculated,uas_t1
563718.9405652406,5705647.721955123,0.5,treated,non-inoculated,uas_t1
563723.4988306063,5705647.721955123,1.0,treated,non-inoculated,uas_t1
563728.0570959722,5705647.721955123,0.7,treated,non-inoculated,uas_t1
563732.615361338,5705647.721955123,0.7,treated,non-inoculated,uas_t1
563737.1736267039,5705647.721955123,0.85,treated,non-inoculated,uas_t1
563741.7318920697,5705647.721955123,0.9,treated,non-inoculated,uas_t1
563746.2901574356,5705647.721955123,0.5,treated,non-inoculated,uas_t1
563750.8484228014,5705647.721955123,0.8,treated,non-inoculated,uas_t1
563755.4066881672,5705647.721955123,0.75,treated,non-inoculated,uas_t1
563759.964953533,5705647.721955123,0.8,treated,non-inoculated,uas_t1
563764.5232188989,5705647.721955123,0.75,treated,non-inoculated,uas_t1
563769.0814842647,5705647.721955123,0.75,treated,non-inoculated,uas_t1
563773.6397496306,5705647.721955123,0.45,treated,non-inoculated,uas_t1
563682.4744423138,5705643.163689758,0.85,treated,non-inoculated,uas_t1
563687.0327076797,5705643.163689758,0.7,treated,non-inoculated,uas_t1
563691.5909730454,5705643.163689758,0.5,treated,non-inoculated,uas_t1
563696.1492384113,5705643.163689758,0.85,treated,non-inoculated,uas_t1
563700.7075037771,5705643.163689758,0.85,treated,non-inoculated,uas_t1
563705.265769143,5705643.163689758,0.8,treated,non-inoculated,uas_t1
563709.8240345088,5705643.163689758,0.9,treated,non-inoculated,uas_t1
563714.3822998747,5705643.163689758,0.9,treated,non-inoculated,uas_t1
563741.7318920697,5705643.163689758,0.85,treated,non-inoculated,uas_t1
563746.2901574356,5705643.163689758,0.65,treated,non-inoculated,uas_t1
563750.8484228014,5705643.163689758,0.95,treated,non-inoculated,uas_t1
563755.4066881672,5705643.163689758,0.95,treated,non-inoculated,uas_t1
563759.964953533,5705643.163689758,1.05,treated,non-inoculated,uas_t1
563764.5232188989,5705643.163689758,0.8,treated,non-inoculated,uas_t1
563769.0814842647,5705643.163689758,0.9,treated,non-inoculated,uas_t1
563677.916176948,5705638.605424392,0.85,treated,non-inoculated,uas_t1
563682.4744423138,5705638.605424392,0.85,treated,non-inoculated,uas_t1
563687.0327076797,5705638.605424392,0.6,treated,non-inoculated,uas_t1
563691.5909730454,5705638.605424392,0.7,treated,non-inoculated,uas_t1
563696.1492384113,5705638.605424392,0.75,treated,non-inoculated,uas_t1
563700.7075037771,5705638.605424392,0.85,treated,non-inoculated,uas_t1
563705.265769143,5705638.605424392,0.9,treated,non-inoculated,uas_t1
563709.8240345088,5705638.605424392,0.85,treated,non-inoculated,uas_t1
563746.2901574356,5705638.605424392,0.85,treated,non-inoculated,uas_t1
563750.8484228014,5705638.605424392,1.1,treated,non-inoculated,uas_t1
563755.4066881672,5705638.605424392,1.1,treated,non-inoculated,uas_t1
563759.964953533,5705638.605424392,1.05,treated,non-inoculated,uas_t1
563764.5232188989,5705638.605424392,0.9,treated,non-inoculated,uas_t1
563769.0814842647,5705638.605424392,0.75,treated,non-inoculated,uas_t1
563677.916176948,5705634.047159026,0.75,treated,non-inoculated,uas_t1
563682.4744423138,5705634.047159026,0.85,treated,non-inoculated,uas_t1
563687.0327076797,5705634.047159026,0.7,treated,non-inoculated,uas_t1
563691.5909730454,5705634.047159026,0.8,treated,non-inoculated,uas_t1
563696.1492384113,5705634.047159026,0.85,treated,non-inoculated,uas_t1
563700.7075037771,5705634.047159026,0.9,treated,non-inoculated,uas_t1
563705.265769143,5705634.047159026,0.95,treated,non-inoculated,uas_t1
563746.2901574356,5705634.047159026,0.95,treated,non-inoculated,uas_t1
563750.8484228014,5705634.047159026,1.05,treated,non-inoculated,uas_t1
563755.4066881672,5705634.047159026,1.2,treated,non-inoculated,uas_t1
563759.964953533,5705634.047159026,1.15,treated,non-inoculated,uas_t1
563764.5232188989,5705634.047159026,1.0,treated,non-inoculated,uas_t1
563769.0814842647,5705634.047159026,0.75,treated,non-inoculated,uas_t1
563677.916176948,5705629.48889366,0.75,treated,non-inoculated,uas_t1
563682.4744423138,5705629.48889366,1.15,treated,non-inoculated,uas_t1
563687.0327076797,5705629.48889366,0.65,treated,non-inoculated,uas_t1
563691.5909730454,5705629.48889366,1.1,treated,non-inoculated,uas_t1
563696.1492384113,5705629.48889366,1.1,treated,non-inoculated,uas_t1
563700.7075037771,5705629.48889366,0.95,treated,non-inoculated,uas_t1
563705.265769143,5705629.48889366,1.0,treated,non-inoculated,uas_t1
563750.8484228014,5705629.48889366,1.1,treated,non-inoculated,uas_t1
563755.4066881672,5705629.48889366,1.2,treated,non-inoculated,uas_t1
563759.964953533,5705629.48889366,1.3,treated,non-inoculated,uas_t1
563764.5232188989,5705629.48889366,1.0,treated,non-inoculated,uas_t1
563769.0814842647,5705629.48889366,0.6,treated,non-inoculated,uas_t1
563677.916176948,5705624.930628294,0.85,treated,non-inoculated,uas_t1
563682.4744423138,5705624.930628294,1.1,treated,non-inoculated,uas_t1
563687.0327076797,5705624.930628294,0.65,treated,non-inoculated,uas_t1
563691.5909730454,5705624.930628294,1.05,treated,non-inoculated,uas_t1
563696.1492384113,5705624.930628294,1.3,treated,non-inoculated,uas_t1
563700.7075037771,5705624.930628294,1.05,treated,non-inoculated,uas_t1
563705.265769143,5705624.930628294,1.1,treated,non-inoculated,uas_t1
563750.8484228014,5705624.930628294,1.15,treated,non-inoculated,uas_t1
563755.4066881672,5705624.930628294,1.1,treated,non-inoculated,uas_t1
563759.964953533,5705624.930628294,1.3,treated,non-inoculated,uas_t1
563764.5232188989,5705624.930628294,0.95,treated,non-inoculated,uas_t1
563769.0814842647,5705624.930628294,0.55,treated,non-inoculated,uas_t1
563677.916176948,5705620.372362928,0.95,treated,non-inoculated,uas_t1
563682.4744423138,5705620.372362928,1.05,treated,non-inoculated,uas_t1
563687.0327076797,5705620.372362928,0.75,treated,non-inoculated,uas_t1
563691.5909730454,5705620.372362928,1.0,treated,non-inoculated,uas_t1
563696.1492384113,5705620.372362928,1.15,treated,non-inoculated,uas_t1
563700.7075037771,5705620.372362928,1.0,treated,non-inoculated,uas_t1
563705.265769143,5705620.372362928,1.0,treated,non-inoculated,uas_t1
563746.2901574356,5705620.372362928,1.2,treated,non-inoculated,uas_t1
563750.8484228014,5705620.372362928,1.15,treated,non-inoculated,uas_t1
563755.4066881672,5705620.372362928,1.1,treated,non-inoculated,uas_t1
563759.964953533,5705620.372362928,1.05,treated,non-inoculated,uas_t1
563764.5232188989,5705620.372362928,0.95,treated,non-inoculated,uas_t1
563677.916176948,5705615.814097563,1.15,treated,non-inoculated,uas_t1
563682.4744423138,5705615.814097563,0.85,treated,non-inoculated,uas_t1
563687.0327076797,5705615.814097563,0.85,treated,non-inoculated,uas_t1
563691.5909730454,5705615.814097563,1.1,treated,non-inoculated,uas_t1
563696.1492384113,5705615.814097563,1.2,treated,non-inoculated,uas_t1
563700.7075037771,5705615.814097563,1.05,treated,non-inoculated,uas_t1
563705.265769143,5705615.814097563,1.05,treated,non-inoculated,uas_t1
563709.8240345088,5705615.814097563,0.85,treated,non-inoculated,uas_t1
563746.2901574356,5705615.814097563,1.1,treated,non-inoculated,uas_t1
563750.8484228014,5705615.814097563,1.25,treated,non-inoculated,uas_t1
563755.4066881672,5705615.814097563,1.15,treated,non-inoculated,uas_t1
563759.964953533,5705615.814097563,1.15,treated,non-inoculated,uas_t1
563764.5232188989,5705615.814097563,0.85,treated,non-inoculated,uas_t1
563673.3579115821,5705611.255832197,0.95,treated,non-inoculated,uas_t1
563677.916176948,5705611.255832197,1.1,treated,non-inoculated,uas_t1
563682.4744423138,5705611.255832197,0.85,treated,non-inoculated,uas_t1
563687.0327076797,5705611.255832197,0.95,treated,non-inoculated,uas_t1
563691.5909730454,5705611.255832197,1.25,treated,non-inoculated,uas_t1
563696.1492384113,5705611.255832197,1.0,treated,non-inoculated,uas_t1
563700.7075037771,5705611.255832197,1.1,treated,non-inoculated,uas_t1
563705.265769143,5705611.255832197,1.1,treated,non-inoculated,uas_t1
563709.8240345088,5705611.255832197,0.85,treated,non-inoculated,uas_t1
563741.7318920697,5705611.255832197,0.85,treated,non-inoculated,uas_t1
563746.2901574356,5705611.255832197,1.4,treated,non-inoculated,uas_t1
563750.8484228014,5705611.255832197,1.25,treated,non-inoculated,uas_t1
563755.4066881672,5705611.255832197,1.15,treated,non-inoculated,uas_t1
563759.964953533,5705611.255832197,1.05,treated,non-inoculated,uas_t1
563764.5232188989,5705611.255832197,0.75,treated,non-inoculated,uas_t1
563673.3579115821,5705606.697566831,1.1,treated,non-inoculated,uas_t1
563677.916176948,5705606.697566831,1.25,treated,non-inoculated,uas_t1
563682.4744423138,5705606.697566831,0.75,treated,non-inoculated,uas_t1
563687.0327076797,5705606.697566831,1.35,treated,non-inoculated,uas_t1
563691.5909730454,5705606.697566831,1.1,treated,non-inoculated,uas_t1
563696.1492384113,5705606.697566831,1.05,treated,non-inoculated,uas_t1
563700.7075037771,5705606.697566831,1.1,treated,non-inoculated,uas_t1
563705.265769143,5705606.697566831,1.05,treated,non-inoculated,uas_t1
563709.8240345088,5705606.697566831,0.75,treated,non-inoculated,uas_t1
563714.3822998747,5705606.697566831,1.15,treated,non-inoculated,uas_t1
563718.9405652406,5705606.697566831,1.05,treated,non-inoculated,uas_t1
563723.4988306063,5705606.697566831,1.25,treated,non-inoculated,uas_t1
563728.0570959722,5705606.697566831,1.15,treated,non-inoculated,uas_t1
563732.615361338,5705606.697566831,1.5,treated,non-inoculated,uas_t1
563737.1736267039,5705606.697566831,0.85,treated,non-inoculated,uas_t1
563741.7318920697,5705606.697566831,1.05,treated,non-inoculated,uas_t1
563746.2901574356,5705606.697566831,1.15,treated,non-inoculated,uas_t1
563750.8484228014,5705606.697566831,1.2,treated,non-inoculated,uas_t1
563755.4066881672,5705606.697566831,1.25,treated,non-inoculated,uas_t1
563759.964953533,5705606.697566831,1.0,treated,non-inoculated,uas_t1
563764.5232188989,5705606.697566831,0.6,treated,non-inoculated,uas_t1
563673.3579115821,5705602.139301465,1.2,treated,non-inoculated,uas_t1
563677.916176948,5705602.139301465,1.25,treated,non-inoculated,uas_t1
