x,y,lai,treatment,area,source
563640.5,5705710.5,0.56,untreated,non-inoculated,s2s_t1
563641.5,5705710.5,0.54,untreated,non-inoculated,s2s_t1
563642.5,5705710.5,0.62,untreated,non-inoculated,s2s_t1
563643.5,5705710.5,0.65,untreated,non-inoculated,s2s_t1
563644.5,5705710.5,0.57,untreated,non-inoculated,s2s_t1
563645.5,5705710.5,0.5,untreated,non-inoculated,s2s_t1
563646.5,5705710.5,0.52,untreated,non-inoculated,s2s_t1
563647.5,5705710.5,0.53,untreated,non-inoculated,s2s_t1
563648.5,5705710.5,0.5,untreated,non-inoculated,s2s_t1
563649.5,5705710.5,0.51,untreated,non-inoculated,s2s_t1
563650.5,5705710.5,0.55,untreated,non-inoculated,s2s_t1
563651.5,5705710.5,0.54,untreated,non-inoculated,s2s_t1
563652.5,5705710.5,0.54,untreated,non-inoculated,s2s_t1
563653.5,5705710.5,0.56,untreated,non-inoculated,s2s_t1
563654.5,5705710.5,0.64,untreated,non-inoculated,s2s_t1
563655.5,5705710.5,0.66,untreated,non-inoculated,s2s_t1
563656.5,5705710.5,0.66,untreated,non-inoculated,s2s_t1
563657.5,5705710.5,0.69,untreated,non-inoculated,s2s_t1
563658.5,5705710.5,0.77,untreated,non-inoculated,s2s_t1
563659.5,5705710.5,0.74,untreated,non-inoculated,s2s_t1
563660.5,5705710.5,0.64,untreated,non-inoculated,s2s_t1
563661.5,5705710.5,0.68,untreated,non-inoculated,s2s_t1
563662.5,5705710.5,0.65,untreated,non-inoculated,s2s_t1
563663.5,5705710.5,0.59,untreated,non-inoculated,s2s_t1
563664.5,5705710.5,0.73,untreated,non-inoculated,s2s_t1
563665.5,5705710.5,0.7,untreated,non-inoculated,s2s_t1
563666.5,5705710.5,0.65,untreated,non-inoculated,s2s_t1
563667.5,5705710.5,0.67,untreated,non-inoculated,s2s_t1
563668.5,5705710.5,0.66,untreated,non-inoculated,s2s_t1
563669.5,5705710.5,0.65,untreated,non-inoculated,s2s_t1
563670.5,5705710.5,0.64,untreated,non-inoculated,s2s_t1
563671.5,5705710.5,0.6,untreated,non-inoculated,s2s_t1
563672.5,5705710.5,0.7,untreated,non-inoculated,s2s_t1
563673.5,5705710.5,0.74,untreated,non-inoculated,s2s_t1
563674.5,5705710.5,0.66,untreated,non-inoculated,s2s_t1
563675.5,5705710.5,0.57,untreated,non-inoculated,s2s_t1
563676.5,5705710.5,0.55,untreated,non-inoculated,s2s_t1
563677.5,5705710.5,0.49,untreated,non-inoculated,s2s_t1
563678.5,5705710.5,0.51,untreated,non-inoculated,s2s_t1
563679.5,5705710.5,0.57,untreated,non-inoculated,s2s_t1
563680.5,5705710.5,0.62,untreated,non-inoculated,s2s_t1
563681.5,5705710.5,0.64,untreated,non-inoculated,s2s_t1
563682.5,5705710.5,0.71,untreated,non-inoculated,s2s_t1
563683.5,5705710.5,0.71,untreated,non-inoculated,s2s_t1
563684.5,5705710.5,0.7,untreated,non-inoculated,s2s_t1
563685.5,5705710.5,0.65,untreated,non-inoculated,s2s_t1
563686.5,5705710.5,0.65,untreated,non-inoculated,s2s_t1
563687.5,5705710.5,0.55,untreated,non-inoculated,s2s_t1
563688.5,5705710.5,0.49,untreated,non-inoculated,s2s_t1
563593.5,5705709.5,0.57,untreated,non-inoculated,s2s_t1
563594.5,5705709.5,0.5,untreated,non-inoculated,s2s_t1
563595.5,5705709.5,0.49,untreated,non-inoculated,s2s_t1
563596.5,5705709.5,0.52,untreated,non-inoculated,s2s_t1
563597.5,5705709.5,0.6,untreated,non-inoculated,s2s_t1
563598.5,5705709.5,0.62,untreated,non-inoculated,s2s_t1
563599.5,5705709.5,0.63,untreated,non-inoculated,s2s_t1
563600.5,5705709.5,0.64,untreated,non-inoculated,s2s_t1
563601.5,5705709.5,0.64,untreated,non-inoculated,s2s_t1
563602.5,5705709.5,0.64,untreated,non-inoculated,s2s_t1
563603.5,5705709.5,0.66,untreated,non-inoculated,s2s_t1
563604.5,5705709.5,0.63,untreated,non-inoculated,s2s_t1
563605.5,5705709.5,0.52,untreated,non-inoculated,s2s_t1
563606.5,5705709.5,0.48,untreated,non-inoculated,s2s_t1
563607.5,5705709.5,0.45,untreated,non-inoculated,s2s_t1
563608.5,5705709.5,0.49,untreated,non-inoculated,s2s_t1
563609.5,5705709.5,0.53,untreated,non-inoculated,s2s_t1
563610.5,5705709.5,0.64,untreated,non-inoculated,s2s_t1
563611.5,5705709.5,0.66,untreated,non-inoculated,s2s_t1
563612.5,5705709.5,0.68,untreated,non-inoculated,s2s_t1
563613.5,5705709.5,0.64,untreated,non-inoculated,s2s_t1
563614.5,5705709.5,0.65,untreated,non-inoculated,s2s_t1
563615.5,5705709.5,0.66,untreated,non-inoculated,s2s_t1
563616.5,5705709.5,0.65,untreated,non-inoculated,s2s_t1
563617.5,5705709.5,0.63,untreated,non-inoculated,s2s_t1
563618.5,5705709.5,0.63,untreated,non-inoculated,s2s_t1
563619.5,5705709.5,0.54,untreated,non-inoculated,s2s_t1
563620.5,5705709.5,0.43,untreated,non-inoculated,s2s_t1
563621.5,5705709.5,0.44,untreated,non-inoculated,s2s_t1
563622.5,5705709.5,0.39,untreated,non-inoculated,s2s_t1
563623.5,5705709.5,0.38,untreated,non-inoculated,s2s_t1
563624.5,5705709.5,0.41,untreated,non-inoculated,s2s_t1
563625.5,5705709.5,0.51,untreated,non-inoculated,s2s_t1
563626.5,5705709.5,0.52,untreated,non-inoculated,s2s_t1
563627.5,5705709.5,0.59,untreated,non-inoculated,s2s_t1
563628.5,5705709.5,0.58,untreated,non-inoculated,s2s_t1
563629.5,5705709.5,0.55,untreated,non-inoculated,s2s_t1
563630.5,5705709.5,0.54,untreated,non-inoculated,s2s_t1
563631.5,5705709.5,0.56,untreated,non-inoculated,s2s_t1
563632.5,5705709.5,0.6,untreated,non-inoculated,s2s_t1
563633.5,5705709.5,0.62,untreated,non-inoculated,s2s_t1
563634.5,5705709.5,0.62,untreated,non-inoculated,s2s_t1
563635.5,5705709.5,0.59,untreated,non-inoculated,s2s_t1
563636.5,5705709.5,0.59,untreated,non-inoculated,s2s_t1
563637.5,5705709.5,0.6,untreated,non-inoculated,s2s_t1
563638.5,5705709.5,0.62,untreated,non-inoculated,s2s_t1
563639.5,5705709.5,0.63,untreated,non-inoculated,s2s_t1
563640.5,5705709.5,0.55,untreated,non-inoculated,s2s_t1
563641.5,5705709.5,0.55,untreated,non-inoculated,s2s_t1
563642.5,5705709.5,0.56,untreated,non-inoculated,s2s_t1
563643.5,5705709.5,0.58,untreated,non-inoculated,s2s_t1
563644.5,5705709.5,0.58,untreated,non-inoculated,s2s_t1
563645.5,5705709.5,0.5,untreated,non-inoculated,s2s_t1
563646.5,5705709.5,0.55,untreated,non-inoculated,s2s_t1
563647.5,5705709.5,0.57,untreated,non-inoculated,s2s_t1
563648.5,5705709.5,0.53,untreated,non-inoculated,s2s_t1
563649.5,5705709.5,0.53,untreated,non-inoculated,s2s_t1
563650.5,5705709.5,0.57,untreated,non-inoculated,s2s_t1
563651.5,5705709.5,0.57,untreated,non-inoculated,s2s_t1
563652.5,5705709.5,0.57,untreated,non-inoculated,s2s_t1
563653.5,5705709.5,0.57,untreated,non-inoculated,s2s_t1
563654.5,5705709.5,0.65,untreated,non-inoculated,s2s_t1
563655.5,5705709.5,0.68,untreated,non-inoculated,s2s_t1
563656.5,5705709.5,0.67,untreated,non-inoculated,s2s_t1
563657.5,5705709.5,0.71,untreated,non-inoculated,s2s_t1
563658.5,5705709.5,0.79,untreated,non-inoculated,s2s_t1
563659.5,5705709.5,0.76,untreated,non-inoculated,s2s_t1
563660.5,5705709.5,0.74,untreated,non-inoculated,s2s_t1
563661.5,5705709.5,0.67,untreated,non-inoculated,s2s_t1
563662.5,5705709.5,0.76,untreated,non-inoculated,s2s_t1
563663.5,5705709.5,0.71,untreated,non-inoculated,s2s_t1
563664.5,5705709.5,0.77,untreated,non-inoculated,s2s_t1
563665.5,5705709.5,0.74,untreated,non-inoculated,s2s_t1
563666.5,5705709.5,0.68,untreated,non-inoculated,s2s_t1
563667.5,5705709.5,0.66,untreated,non-inoculated,s2s_t1
563668.5,5705709.5,0.64,untreated,non-inoculated,s2s_t1
563669.5,5705709.5,0.64,untreated,non-inoculated,s2s_t1
563670.5,5705709.5,0.64,untreated,non-inoculated,s2s_t1
563671.5,5705709.5,0.61,untreated,non-inoculated,s2s_t1
563672.5,5705709.5,0.71,untreated,non-inoculated,s2s_t1
563673.5,5705709.5,0.75,untreated,non-inoculated,s2s_t1
563674.5,5705709.5,0.66,untreated,non-inoculated,s2s_t1
563675.5,5705709.5,0.54,untreated,non-inoculated,s2s_t1
563676.5,5705709.5,0.52,untreated,non-inoculated,s2s_t1
563677.5,5705709.5,0.49,untreated,non-inoculated,s2s_t1
563678.5,5705709.5,0.52,untreated,non-inoculated,s2s_t1
563679.5,5705709.5,0.59,untreated,non-inoculated,s2s_t1
563680.5,5705709.5,0.63,untreated,non-inoculated,s2s_t1
563681.5,5705709.5,0.64,untreated,non-inoculated,s2s_t1
563682.5,5705709.5,0.71,untreated,non-inoculated,s2s_t1
563683.5,5705709.5,0.71,untreated,non-inoculated,s2s_t1
563684.5,5705709.5,0.7,untreated,non-inoculated,s2s_t1
563685.5,5705709.5,0.66,untreated,non-inoculated,s2s_t1
563686.5,5705709.5,0.65,untreated,non-inoculated,s2s_t1
563687.5,5705709.5,0.54,untreated,non-inoculated,s2s_t1
563688.5,5705709.5,0.48,untreated,non-inoculated,s2s_t1
563593.5,5705708.5,0.56,untreated,non-inoculated,s2s_t1
563594.5,5705708.5,0.48,untreated,non-inoculated,s2s_t1
563595.5,5705708.5,0.49,untreated,non-inoculated,s2s_t1
563596.5,5705708.5,0.51,untreated,non-inoculated,s2s_t1
563597.5,5705708.5,0.49,untreated,non-inoculated,s2s_t1
563598.5,5705708.5,0.6,untreated,non-inoculated,s2s_t1
563599.5,5705708.5,0.61,untreated,non-inoculated,s2s_t1
563600.5,5705708.5,0.6,untreated,non-inoculated,s2s_t1
563601.5,5705708.5,0.62,untreated,non-inoculated,s2s_t1
563602.5,5705708.5,0.66,untreated,non-inoculated,s2s_t1
563603.5,5705708.5,0.68,untreated,non-inoculated,s2s_t1
563604.5,5705708.5,0.61,untreated,non-inoculated,s2s_t1
563605.5,5705708.5,0.5,untreated,non-inoculated,s2s_t1
563606.5,5705708.5,0.47,untreated,non-inoculated,s2s_t1
563607.5,5705708.5,0.44,untreated,non-inoculated,s2s_t1
563608.5,5705708.5,0.47,untreated,non-inoculated,s2s_t1
563609.5,5705708.5,0.51,untreated,non-inoculated,s2s_t1
563610.5,5705708.5,0.59,untreated,non-inoculated,s2s_t1
563611.5,5705708.5,0.61,untreated,non-inoculated,s2s_t1
563612.5,5705708.5,0.64,untreated,non-inoculated,s2s_t1
563613.5,5705708.5,0.59,untreated,non-inoculated,s2s_t1
563614.5,5705708.5,0.63,untreated,non-inoculated,s2s_t1
563615.5,5705708.5,0.63,untreated,non-inoculated,s2s_t1
563616.5,5705708.5,0.64,untreated,non-inoculated,s2s_t1
563617.5,5705708.5,0.61,untreated,non-inoculated,s2s_t1
563618.5,5705708.5,0.63,untreated,non-inoculated,s2s_t1
563619.5,5705708.5,0.53,untreated,non-inoculated,s2s_t1
563620.5,5705708.5,0.44,untreated,non-inoculated,s2s_t1
563621.5,5705708.5,0.44,untreated,non-inoculated,s2s_t1
563622.5,5705708.5,0.41,untreated,non-inoculated,s2s_t1
563623.5,5705708.5,0.41,untreated,non-inoculated,s2s_t1
563624.5,5705708.5,0.44,untreated,non-inoculated,s2s_t1
563625.5,5705708.5,0.5,untreated,non-inoculated,s2s_t1
563626.5,5705708.5,0.51,untreated,non-inoculated,s2s_t1
563627.5,5705708.5,0.57,untreated,non-inoculated,s2s_t1
563628.5,5705708.5,0.56,untreated,non-inoculated,s2s_t1
563629.5,5705708.5,0.54,untreated,non-inoculated,s2s_t1
563630.5,5705708.5,0.54,untreated,non-inoculated,s2s_t1
563631.5,5705708.5,0.56,untreated,non-inoculated,s2s_t1
563632.5,5705708.5,0.59,untreated,non-inoculated,s2s_t1
563633.5,5705708.5,0.63,untreated,non-inoculated,s2s_t1
563634.5,5705708.5,0.63,untreated,non-inoculated,s2s_t1
563635.5,5705708.5,0.6,untreated,non-inoculated,s2s_t1
563636.5,5705708.5,0.59,untreated,non-inoculated,s2s_t1
563637.5,5705708.5,0.6,untreated,non-inoculated,s2s_t1
563638.5,5705708.5,0.61,untreated,non-inoculated,s2s_t1
563639.5,5705708.5,0.62,untreated,non-inoculated,s2s_t1
563640.5,5705708.5,0.63,untreated,non-inoculated,s2s_t1
563641.5,5705708.5,0.55,untreated,non-inoculated,s2s_t1
563642.5,5705708.5,0.67,untreated,non-inoculated,s2s_t1
563643.5,5705708.5,0.58,untreated,non-inoculated,s2s_t1
563644.5,5705708.5,0.59,untreated,non-inoculated,s2s_t1
563645.5,5705708.5,0.53,untreated,non-inoculated,s2s_t1
563646.5,5705708.5,0.58,untreated,non-inoculated,s2s_t1
563647.5,5705708.5,0.58,untreated,non-inoculated,s2s_t1
563648.5,5705708.5,0.53,untreated,non-inoculated,s2s_t1
563649.5,5705708.5,0.51,untreated,non-inoculated,s2s_t1
563650.5,5705708.5,0.53,untreated,non-inoculated,s2s_t1
563651.5,5705708.5,0.55,untreated,non-inoculated,s2s_t1
563652.5,5705708.5,0.58,untreated,non-inoculated,s2s_t1
563653.5,5705708.5,0.58,untreated,non-inoculated,s2s_t1
563654.5,5705708.5,0.64,untreated,non-inoculated,s2s_t1
563655.5,5705708.5,0.67,untreated,non-inoculated,s2s_t1
563656.5,5705708.5,0.66,untreated,non-inoculated,s2s_t1
563657.5,5705708.5,0.7,untreated,non-inoculated,s2s_t1
563658.5,5705708.5,0.79,untreated,non-inoculated,s2s_t1
563659.5,5705708.5,0.77,untreated,non-inoculated,s2s_t1
563660.5,5705708.5,0.76,untreated,non-inoculated,s2s_t1
563661.5,5705708.5,0.78,untreated,non-inoculated,s2s_t1
563662.5,5705708.5,0.74,untreated,non-inoculated,s2s_t1
563663.5,5705708.5,0.71,untreated,non-inoculated,s2s_t1
563664.5,5705708.5,0.76,untreated,non-inoculated,s2s_t1
563665.5,5705708.5,0.71,untreated,non-inoculated,s2s_t1
563666.5,5705708.5,0.65,untreated,non-inoculated,s2s_t1
563667.5,5705708.5,0.65,untreated,non-inoculated,s2s_t1
563668.5,5705708.5,0.63,untreated,non-inoculated,s2s_t1
563669.5,5705708.5,0.64,untreated,non-inoculated,s2s_t1
563670.5,5705708.5,0.64,untreated,non-inoculated,s2s_t1
563671.5,5705708.5,0.62,untreated,non-inoculated,s2s_t1
563672.5,5705708.5,0.72,untreated,non-inoculated,s2s_t1
563673.5,5705708.5,0.76,untreated,non-inoculated,s2s_t1
563674.5,5705708.5,0.67,untreated,non-inoculated,s2s_t1
563675.5,5705708.5,0.54,untreated,non-inoculated,s2s_t1
563676.5,5705708.5,0.52,untreated,non-inoculated,s2s_t1
563677.5,5705708.5,0.5,untreated,non-inoculated,s2s_t1
563678.5,5705708.5,0.54,untreated,non-inoculated,s2s_t1
563679.5,5705708.5,0.6,untreated,non-inoculated,s2s_t1
563680.5,5705708.5,0.63,untreated,non-inoculated,s2s_t1
563681.5,5705708.5,0.65,untreated,non-inoculated,s2s_t1
563682.5,5705708.5,0.71,untreated,non-inoculated,s2s_t1
563683.5,5705708.5,0.71,untreated,non-inoculated,s2s_t1
563684.5,5705708.5,0.7,untreated,non-inoculated,s2s_t1
563685.5,5705708.5,0.66,untreated,non-inoculated,s2s_t1
563686.5,5705708.5,0.67,untreated,non-inoculated,s2s_t1
563687.5,5705708.5,0.57,untreated,non-inoculated,s2s_t1
563688.5,5705708.5,0.5,untreated,non-inoculated,s2s_t1
563593.5,5705707.5,0.51,untreated,non-inoculated,s2s_t1
563594.5,5705707.5,0.45,untreated,non-inoculated,s2s_t1
563595.5,5705707.5,0.48,untreated,non-inoculated,s2s_t1
563596.5,5705707.5,0.5,untreated,non-inoculated,s2s_t1
563597.5,5705707.5,0.54,untreated,non-inoculated,s2s_t1
563598.5,5705707.5,0.58,untreated,non-inoculated,s2s_t1
563599.5,5705707.5,0.6,untreated,non-inoculated,s2s_t1
563600.5,5705707.5,0.56,untreated,non-inoculated,s2s_t1
563601.5,5705707.5,0.58,untreated,non-inoculated,s2s_t1
563602.5,5705707.5,0.65,untreated,non-inoculated,s2s_t1
563603.5,5705707.5,0.66,untreated,non-inoculated,s2s_t1
563604.5,5705707.5,0.58,untreated,non-inoculated,s2s_t1
563605.5,5705707.5,0.5,untreated,non-inoculated,s2s_t1
563606.5,5705707.5,0.5,untreated,non-inoculated,s2s_t1
563607.5,5705707.5,0.47,untreated,non-inoculated,s2s_t1
563608.5,5705707.5,0.49,untreated,non-inoculated,s2s_t1
563609.5,5705707.5,0.53,untreated,non-inoculated,s2s_t1
563610.5,5705707.5,0.58,untreated,non-inoculated,s2s_t1
563611.5,5705707.5,0.6,untreated,non-inoculated,s2s_t1
563612.5,5705707.5,0.6,untreated,non-inoculated,s2s_t1
563613.5,5705707.5,0.59,untreated,non-inoculated,s2s_t1
563614.5,5705707.5,0.62,untreated,non-inoculated,s2s_t1
563615.5,5705707.5,0.6,untreated,non-inoculated,s2s_t1
563616.5,5705707.5,0.58,untreated,non-inoculated,s2s_t1
563617.5,5705707.5,0.58,untreated,non-inoculated,s2s_t1
563618.5,5705707.5,0.56,untreated,non-inoculated,s2s_t1
563619.5,5705707.5,0.46,untreated,non-inoculated,s2s_t1
563620.5,5705707.5,0.41,untreated,non-inoculated,s2s_t1
563621.5,5705707.5,0.43,untreated,non-inoculated,s2s_t1
563622.5,5705707.5,0.41,untreated,non-inoculated,s2s_t1
563623.5,5705707.5,0.43,untreated,non-inoculated,s2s_t1
563624.5,5705707.5,0.46,untreated,non-inoculated,s2s_t1
563625.5,5705707.5,0.51,untreated,non-inoculated,s2s_t1
563626.5,5705707.5,0.51,untreated,non-inoculated,s2s_t1
563627.5,5705707.5,0.56,untreated,non-inoculated,s2s_t1
563628.5,5705707.5,0.55,untreated,non-inoculated,s2s_t1
563629.5,5705707.5,0.54,untreated,non-inoculated,s2s_t1
563630.5,5705707.5,0.53,untreated,non-inoculated,s2s_t1
563631.5,5705707.5,0.54,untreated,non-inoculated,s2s_t1
563632.5,5705707.5,0.57,untreated,non-inoculated,s2s_t1
563633.5,5705707.5,0.6,untreated,non-inoculated,s2s_t1
563634.5,5705707.5,0.61,untreated,non-inoculated,s2s_t1
563635.5,5705707.5,0.58,untreated,non-inoculated,s2s_t1
563636.5,5705707.5,0.57,untreated,non-inoculated,s2s_t1
563637.5,5705707.5,0.58,untreated,non-inoculated,s2s_t1
563638.5,5705707.5,0.6,untreated,non-inoculated,s2s_t1
563639.5,5705707.5,0.61,untreated,non-inoculated,s2s_t1
563640.5,5705707.5,0.62,untreated,non-inoculated,s2s_t1
563641.5,5705707.5,0.63,untreated,non-inoculated,s2s_t1
563642.5,5705707.5,0.65,untreated,non-inoculated,s2s_t1
563643.5,5705707.5,0.54,untreated,non-inoculated,s2s_t1
563644.5,5705707.5,0.55,untreated,non-inoculated,s2s_t1
563645.5,5705707.5,0.52,untreated,non-inoculated,s2s_t1
563646.5,5705707.5,0.58,untreated,non-inoculated,s2s_t1
563647.5,5705707.5,0.58,untreated,non-inoculated,s2s_t1
563648.5,5705707.5,0.54,untreated,non-inoculated,s2s_t1
563649.5,5705707.5,0.54,untreated,non-inoculated,s2s_t1
563650.5,5705707.5,0.54,untreated,non-inoculated,s2s_t1
563651.5,5705707.5,0.54,untreated,non-inoculated,s2s_t1
563652.5,5705707.5,0.59,untreated,non-inoculated,s2s_t1
563653.5,5705707.5,0.61,untreated,non-inoculated,s2s_t1
563654.5,5705707.5,0.67,untreated,non-inoculated,s2s_t1
563655.5,5705707.5,0.7,untreated,non-inoculated,s2s_t1
563656.5,5705707.5,0.7,untreated,non-inoculated,s2s_t1
563657.5,5705707.5,0.74,untreated,non-inoculated,s2s_t1
563658.5,5705707.5,0.79,untreated,non-inoculated,s2s_t1
563659.5,5705707.5,0.75,untreated,non-inoculated,s2s_t1
563660.5,5705707.5,0.75,untreated,non-inoculated,s2s_t1
563661.5,5705707.5,0.76,untreated,non-inoculated,s2s_t1
563662.5,5705707.5,0.72,untreated,non-inoculated,s2s_t1
563663.5,5705707.5,0.68,untreated,non-inoculated,s2s_t1
563664.5,5705707.5,0.74,untreated,non-inoculated,s2s_t1
563665.5,5705707.5,0.69,untreated,non-inoculated,s2s_t1
563666.5,5705707.5,0.64,untreated,non-inoculated,s2s_t1
563667.5,5705707.5,0.66,untreated,non-inoculated,s2s_t1
563668.5,5705707.5,0.65,untreated,non-inoculated,s2s_t1
563669.5,5705707.5,0.66,untreated,non-inoculated,s2s_t1
563670.5,5705707.5,0.65,untreated,non-inoculated,s2s_t1
563671.5,5705707.5,0.73,untreated,non-inoculated,s2s_t1
563672.5,5705707.5,0.71,untreated,non-inoculated,s2s_t1
563673.5,5705707.5,0.74,untreated,non-inoculated,s2s_t1
563674.5,5705707.5,0.65,untreated,non-inoculated,s2s_t1
563675.5,5705707.5,0.54,untreated,non-inoculated,s2s_t1
563676.5,5705707.5,0.54,untreated,non-inoculated,s2s_t1
563677.5,5705707.5,0.53,untreated,non-inoculated,s2s_t1
563678.5,5705707.5,0.58,untreated,non-inoculated,s2s_t1
563679.5,5705707.5,0.63,untreated,non-inoculated,s2s_t1
563680.5,5705707.5,0.65,untreated,non-inoculated,s2s_t1
563681.5,5705707.5,0.67,untreated,non-inoculated,s2s_t1
563682.5,5705707.5,0.73,untreated,non-inoculated,s2s_t1
563683.5,5705707.5,0.73,untreated,non-inoculated,s2s_t1
563684.5,5705707.5,0.71,untreated,non-inoculated,s2s_t1
563685.5,5705707.5,0.67,untreated,non-inoculated,s2s_t1
563686.5,5705707.5,0.68,untreated,non-inoculated,s2s_t1
563687.5,5705707.5,0.59,untreated,non-inoculated,s2s_t1
563593.5,5705706.5,0.49,untreated,non-inoculated,s2s_t1
563594.5,5705706.5,0.43,untreated,non-inoculated,s2s_t1
563595.5,5705706.5,0.47,untreated,non-inoculated,s2s_t1
563596.5,5705706.5,0.48,untreated,non-inoculated,s2s_t1
563597.5,5705706.5,0.51,untreated,non-inoculated,s2s_t1
563598.5,5705706.5,0.57,untreated,non-inoculated,s2s_t1
563599.5,5705706.5,0.6,untreated,non-inoculated,s2s_t1
563600.5,5705706.5,0.57,untreated,non-inoculated,s2s_t1
563601.5,5705706.5,0.59,untreated,non-inoculated,s2s_t1
563602.5,5705706.5,0.67,untreated,non-inoculated,s2s_t1
563603.5,5705706.5,0.66,untreated,non-inoculated,s2s_t1
563604.5,5705706.5,0.55,untreated,non-inoculated,s2s_t1
563605.5,5705706.5,0.49,untreated,non-inoculated,s2s_t1
563606.5,5705706.5,0.51,untreated,non-inoculated,s2s_t1
563607.5,5705706.5,0.51,untreated,non-inoculated,s2s_t1
563608.5,5705706.5,0.54,untreated,non-inoculated,s2s_t1
563609.5,5705706.5,0.57,untreated,non-inoculated,s2s_t1
563610.5,5705706.5,0.61,untreated,non-inoculated,s2s_t1
563611.5,5705706.5,0.59,untreated,non-inoculated,s2s_t1
563612.5,5705706.5,0.57,untreated,non-inoculated,s2s_t1
563613.5,5705706.5,0.57,untreated,non-inoculated,s2s_t1
563614.5,5705706.5,0.62,untreated,non-inoculated,s2s_t1
563615.5,5705706.5,0.59,untreated,non-inoculated,s2s_t1
563616.5,5705706.5,0.58,untreated,non-inoculated,s2s_t1
563617.5,5705706.5,0.55,untreated,non-inoculated,s2s_t1
563618.5,5705706.5,0.48,untreated,non-inoculated,s2s_t1
563619.5,5705706.5,0.39,untreated,non-inoculated,s2s_t1
563620.5,5705706.5,0.34,untreated,non-inoculated,s2s_t1
563621.5,5705706.5,0.39,untreated,non-inoculated,s2s_t1
563622.5,5705706.5,0.38,untreated,non-inoculated,s2s_t1
563623.5,5705706.5,0.4,untreated,non-inoculated,s2s_t1
563624.5,5705706.5,0.43,untreated,non-inoculated,s2s_t1
563625.5,5705706.5,0.49,untreated,non-inoculated,s2s_t1
563626.5,5705706.5,0.48,untreated,non-inoculated,s2s_t1
563627.5,5705706.5,0.53,untreated,non-inoculated,s2s_t1
563628.5,5705706.5,0.53,untreated,non-inoculated,s2s_t1
563629.5,5705706.5,0.52,untreated,non-inoculated,s2s_t1
563630.5,5705706.5,0.51,untreated,non-inoculated,s2s_t1
563631.5,5705706.5,0.51,untreated,non-inoculated,s2s_t1
563632.5,5705706.5,0.53,untreated,non-inoculated,s2s_t1
563633.5,5705706.5,0.55,untreated,non-inoculated,s2s_t1
563634.5,5705706.5,0.58,untreated,non-inoculated,s2s_t1
563635.5,5705706.5,0.57,untreated,non-inoculated,s2s_t1
563636.5,5705706.5,0.56,untreated,non-inoculated,s2s_t1
563637.5,5705706.5,0.57,untreated,non-inoculated,s2s_t1
563638.5,5705706.5,0.61,untreated,non-inoculated,s2s_t1
563639.5,5705706.5,0.63,untreated,non-inoculated,s2s_t1
563640.5,5705706.5,0.63,untreated,non-inoculated,s2s_t1
563641.5,5705706.5,0.64,untreated,non-inoculated,s2s_t1
563642.5,5705706.5,0.64,untreated,non-inoculated,s2s_t1
563643.5,5705706.5,0.6,untreated,non-inoculated,s2s_t1
563644.5,5705706.5,0.51,untreated,non-inoculated,s2s_t1
563645.5,5705706.5,0.48,untreated,non-inoculated,s2s_t1
563646.5,5705706.5,0.54,untreated,non-inoculated,s2s_t1
563647.5,5705706.5,0.55,untreated,non-inoculated,s2s_t1
563648.5,5705706.5,0.54,untreated,non-inoculated,s2s_t1
563649.5,5705706.5,0.55,untreated,non-inoculated,s2s_t1
563650.5,5705706.5,0.55,untreated,non-inoculated,s2s_t1
563651.5,5705706.5,0.54,untreated,non-inoculated,s2s_t1
563652.5,5705706.5,0.59,untreated,non-inoculated,s2s_t1
563653.5,5705706.5,0.6,untreated,non-inoculated,s2s_t1
563654.5,5705706.5,0.65,untreated,non-inoculated,s2s_t1
563655.5,5705706.5,0.68,untreated,non-inoculated,s2s_t1
563656.5,5705706.5,0.7,untreated,non-inoculated,s2s_t1
563657.5,5705706.5,0.74,untreated,non-inoculated,s2s_t1
563658.5,5705706.5,0.76,untreated,non-inoculated,s2s_t1
563659.5,5705706.5,0.72,untreated,non-inoculated,s2s_t1
563660.5,5705706.5,0.7,untreated,non-inoculated,s2s_t1
563661.5,5705706.5,0.72,untreated,non-inoculated,s2s_t1
563662.5,5705706.5,0.68,untreated,non-inoculated,s2s_t1
563663.5,5705706.5,0.67,untreated,non-inoculated,s2s_t1
563664.5,5705706.5,0.73,untreated,non-inoculated,s2s_t1
563665.5,5705706.5,0.68,untreated,non-inoculated,s2s_t1
563666.5,5705706.5,0.64,untreated,non-inoculated,s2s_t1
563667.5,5705706.5,0.67,untreated,non-inoculated,s2s_t1
563668.5,5705706.5,0.66,untreated,non-inoculated,s2s_t1
563669.5,5705706.5,0.66,untreated,non-inoculated,s2s_t1
563670.5,5705706.5,0.64,untreated,non-inoculated,s2s_t1
563671.5,5705706.5,0.62,untreated,non-inoculated,s2s_t1
563672.5,5705706.5,0.7,untreated,non-inoculated,s2s_t1
563673.5,5705706.5,0.72,untreated,non-inoculated,s2s_t1
563674.5,5705706.5,0.63,untreated,non-inoculated,s2s_t1
563675.5,5705706.5,0.53,untreated,non-inoculated,s2s_t1
563676.5,5705706.5,0.53,untreated,non-inoculated,s2s_t1
563677.5,5705706.5,0.55,untreated,non-inoculated,s2s_t1
563678.5,5705706.5,0.6,untreated,non-inoculated,s2s_t1
563679.5,5705706.5,0.65,untreated,non-inoculated,s2s_t1
