x,y,das,treatment,area,source,date
563778.3209979851,5705695.139277075,154.0,treated,non-inoculated,observation,2022-09-01
563687.6254104545,5705691.780181241,166.0,treated,non-inoculated,observation,2022-09-13
563694.3436021234,5705691.780181241,167.0,treated,non-inoculated,observation,2022-09-14
563697.7026979579,5705691.780181241,167.0,treated,non-inoculated,observation,2022-09-14
563701.0617937924,5705691.780181241,167.0,treated,non-inoculated,observation,2022-09-14
563711.1390812957,5705691.780181241,167.0,treated,non-inoculated,observation,2022-09-14
563717.8572729647,5705691.780181241,167.0,treated,non-inoculated,observation,2022-09-14
563751.4482313093,5705691.780181241,162.0,treated,non-inoculated,observation,2022-09-09
563764.8846146471,5705691.780181241,167.0,treated,non-inoculated,observation,2022-09-14
563768.2437104817,5705691.780181241,167.0,treated,non-inoculated,observation,2022-09-14
563771.6028063161,5705691.780181241,155.0,treated,non-inoculated,observation,2022-09-02
563774.9619021505,5705691.780181241,167.0,treated,non-inoculated,observation,2022-09-14
563778.3209979851,5705691.780181241,154.0,treated,non-inoculated,observation,2022-09-01
563687.6254104545,5705688.421085407,166.0,treated,non-inoculated,observation,2022-09-13
563694.3436021234,5705688.421085407,167.0,treated,non-inoculated,observation,2022-09-14
563697.7026979579,5705688.421085407,167.0,treated,non-inoculated,observation,2022-09-14
563701.0617937924,5705688.421085407,167.0,treated,non-inoculated,observation,2022-09-14
563711.1390812957,5705688.421085407,167.0,treated,non-inoculated,observation,2022-09-14
563754.8073271438,5705688.421085407,167.0,treated,non-inoculated,observation,2022-09-14
563758.1664229783,5705688.421085407,167.0,treated,non-inoculated,observation,2022-09-14
563761.5255188127,5705688.421085407,167.0,treated,non-inoculated,observation,2022-09-14
563764.8846146471,5705688.421085407,166.0,treated,non-inoculated,observation,2022-09-13
563768.2437104817,5705688.421085407,154.0,treated,non-inoculated,observation,2022-09-01
563771.6028063161,5705688.421085407,167.0,treated,non-inoculated,observation,2022-09-14
563778.3209979851,5705688.421085407,166.0,treated,non-inoculated,observation,2022-09-13
563754.8073271438,5705685.061989572,160.0,treated,non-inoculated,observation,2022-09-07
563758.1664229783,5705685.061989572,154.0,treated,non-inoculated,observation,2022-09-01
563761.5255188127,5705685.061989572,167.0,treated,non-inoculated,observation,2022-09-14
563771.6028063161,5705685.061989572,166.0,treated,non-inoculated,observation,2022-09-13
563778.3209979851,5705685.061989572,154.0,treated,non-inoculated,observation,2022-09-01
563684.26631462,5705681.702893738,157.0,treated,non-inoculated,observation,2022-09-04
563754.8073271438,5705681.702893738,160.0,treated,non-inoculated,observation,2022-09-07
563758.1664229783,5705681.702893738,154.0,treated,non-inoculated,observation,2022-09-01
563761.5255188127,5705681.702893738,167.0,treated,non-inoculated,observation,2022-09-14
563771.6028063161,5705681.702893738,166.0,treated,non-inoculated,observation,2022-09-13
563778.3209979851,5705681.702893738,154.0,treated,non-inoculated,observation,2022-09-01
563707.7799854613,5705678.3437979035,162.0,treated,non-inoculated,observation,2022-09-09
563711.1390812957,5705678.3437979035,167.0,treated,non-inoculated,observation,2022-09-14
563714.4981771302,5705678.3437979035,167.0,treated,non-inoculated,observation,2022-09-14
563758.1664229783,5705678.3437979035,154.0,treated,non-inoculated,observation,2022-09-01
563761.5255188127,5705678.3437979035,167.0,treated,non-inoculated,observation,2022-09-14
563764.8846146471,5705678.3437979035,157.0,treated,non-inoculated,observation,2022-09-04
563768.2437104817,5705678.3437979035,167.0,treated,non-inoculated,observation,2022-09-14
563771.6028063161,5705678.3437979035,161.0,treated,non-inoculated,observation,2022-09-08
563774.9619021505,5705678.3437979035,157.0,treated,non-inoculated,observation,2022-09-04
563684.26631462,5705674.984702069,125.0,treated,non-inoculated,observation,2022-08-03
563687.6254104545,5705674.984702069,145.0,treated,non-inoculated,observation,2022-08-23
563694.3436021234,5705674.984702069,163.0,treated,non-inoculated,observation,2022-09-10
563697.7026979579,5705674.984702069,163.0,treated,non-inoculated,observation,2022-09-10
563701.0617937924,5705674.984702069,153.0,treated,non-inoculated,observation,2022-08-31
563704.4208896268,5705674.984702069,166.0,treated,non-inoculated,observation,2022-09-13
563707.7799854613,5705674.984702069,154.0,treated,non-inoculated,observation,2022-09-01
563711.1390812957,5705674.984702069,135.0,treated,non-inoculated,observation,2022-08-13
563714.4981771302,5705674.984702069,166.0,treated,non-inoculated,observation,2022-09-13
563754.8073271438,5705674.984702069,140.0,treated,non-inoculated,observation,2022-08-18
563758.1664229783,5705674.984702069,167.0,treated,non-inoculated,observation,2022-09-14
563761.5255188127,5705674.984702069,166.0,treated,non-inoculated,observation,2022-09-13
563764.8846146471,5705674.984702069,157.0,treated,non-inoculated,observation,2022-09-04
563768.2437104817,5705674.984702069,167.0,treated,non-inoculated,observation,2022-09-14
563771.6028063161,5705674.984702069,161.0,treated,non-inoculated,observation,2022-09-08
563774.9619021505,5705674.984702069,157.0,treated,non-inoculated,observation,2022-09-04
563684.26631462,5705671.625606234,125.0,treated,non-inoculated,observation,2022-08-03
563687.6254104545,5705671.625606234,145.0,treated,non-inoculated,observation,2022-08-23
563694.3436021234,5705671.625606234,163.0,treated,non-inoculated,observation,2022-09-10
563697.7026979579,5705671.625606234,163.0,treated,non-inoculated,observation,2022-09-10
563701.0617937924,5705671.625606234,153.0,treated,non-inoculated,observation,2022-08-31
563704.4208896268,5705671.625606234,166.0,treated,non-inoculated,observation,2022-09-13
563707.7799854613,5705671.625606234,154.0,treated,non-inoculated,observation,2022-09-01
563711.1390812957,5705671.625606234,135.0,treated,non-inoculated,observation,2022-08-13
563714.4981771302,5705671.625606234,166.0,treated,non-inoculated,observation,2022-09-13
563754.8073271438,5705671.625606234,140.0,treated,non-inoculated,observation,2022-08-18
563758.1664229783,5705671.625606234,167.0,treated,non-inoculated,observation,2022-09-14
563761.5255188127,5705671.625606234,166.0,treated,non-inoculated,observation,2022-09-13
563764.8846146471,5705671.625606234,157.0,treated,non-inoculated,observation,2022-09-04
563768.2437104817,5705671.625606234,167.0,treated,non-inoculated,observation,2022-09-14
563771.6028063161,5705671.625606234,161.0,treated,non-inoculated,observation,2022-09-08
563774.9619021505,5705671.625606234,157.0,treated,non-inoculated,observation,2022-09-04
563684.26631462,5705668.2665104,167.0,treated,non-inoculated,observation,2022-09-14
563687.6254104545,5705668.2665104,167.0,treated,non-inoculated,observation,2022-09-14
563694.3436021234,5705668.2665104,167.0,treated,non-inoculated,observation,2022-09-14
563697.7026979579,5705668.2665104,167.0,treated,non-inoculated,observation,2022-09-14
563707.7799854613,5705668.2665104,167.0,treated,non-inoculated,observation,2022-09-14
563714.4981771302,5705668.2665104,167.0,treated,non-inoculated,observation,2022-09-14
563754.8073271438,5705668.2665104,167.0,treated,non-inoculated,observation,2022-09-14
563758.1664229783,5705668.2665104,167.0,treated,non-inoculated,observation,2022-09-14
563761.5255188127,5705668.2665104,158.0,treated,non-inoculated,observation,2022-09-05
563764.8846146471,5705668.2665104,167.0,treated,non-inoculated,observation,2022-09-14
563768.2437104817,5705668.2665104,159.0,treated,non-inoculated,observation,2022-09-06
563771.6028063161,5705668.2665104,145.0,treated,non-inoculated,observation,2022-08-23
563774.9619021505,5705668.2665104,140.0,treated,non-inoculated,observation,2022-08-18
563684.26631462,5705664.907414566,167.0,treated,non-inoculated,observation,2022-09-14
563687.6254104545,5705664.907414566,166.0,treated,non-inoculated,observation,2022-09-13
563690.984506289,5705664.907414566,166.0,treated,non-inoculated,observation,2022-09-13
563694.3436021234,5705664.907414566,166.0,treated,non-inoculated,observation,2022-09-13
563697.7026979579,5705664.907414566,163.0,treated,non-inoculated,observation,2022-09-10
563701.0617937924,5705664.907414566,167.0,treated,non-inoculated,observation,2022-09-14
563704.4208896268,5705664.907414566,167.0,treated,non-inoculated,observation,2022-09-14
563707.7799854613,5705664.907414566,167.0,treated,non-inoculated,observation,2022-09-14
563711.1390812957,5705664.907414566,166.0,treated,non-inoculated,observation,2022-09-13
563714.4981771302,5705664.907414566,167.0,treated,non-inoculated,observation,2022-09-14
563717.8572729647,5705664.907414566,167.0,treated,non-inoculated,observation,2022-09-14
563751.4482313093,5705664.907414566,167.0,treated,non-inoculated,observation,2022-09-14
563754.8073271438,5705664.907414566,167.0,treated,non-inoculated,observation,2022-09-14
563758.1664229783,5705664.907414566,167.0,treated,non-inoculated,observation,2022-09-14
563761.5255188127,5705664.907414566,167.0,treated,non-inoculated,observation,2022-09-14
563764.8846146471,5705664.907414566,166.0,treated,non-inoculated,observation,2022-09-13
563768.2437104817,5705664.907414566,154.0,treated,non-inoculated,observation,2022-09-01
563771.6028063161,5705664.907414566,166.0,treated,non-inoculated,observation,2022-09-13
563774.9619021505,5705664.907414566,154.0,treated,non-inoculated,observation,2022-09-01
563684.26631462,5705661.548318731,167.0,treated,non-inoculated,observation,2022-09-14
563687.6254104545,5705661.548318731,166.0,treated,non-inoculated,observation,2022-09-13
563690.984506289,5705661.548318731,166.0,treated,non-inoculated,observation,2022-09-13
563694.3436021234,5705661.548318731,166.0,treated,non-inoculated,observation,2022-09-13
563697.7026979579,5705661.548318731,163.0,treated,non-inoculated,observation,2022-09-10
563701.0617937924,5705661.548318731,167.0,treated,non-inoculated,observation,2022-09-14
563704.4208896268,5705661.548318731,167.0,treated,non-inoculated,observation,2022-09-14
563707.7799854613,5705661.548318731,167.0,treated,non-inoculated,observation,2022-09-14
563711.1390812957,5705661.548318731,166.0,treated,non-inoculated,observation,2022-09-13
563714.4981771302,5705661.548318731,167.0,treated,non-inoculated,observation,2022-09-14
563717.8572729647,5705661.548318731,167.0,treated,non-inoculated,observation,2022-09-14
563721.2163687991,5705661.548318731,167.0,treated,non-inoculated,observation,2022-09-14
563748.0891354749,5705661.548318731,166.0,treated,non-inoculated,observation,2022-09-13
563751.4482313093,5705661.548318731,167.0,treated,non-inoculated,observation,2022-09-14
563754.8073271438,5705661.548318731,167.0,treated,non-inoculated,observation,2022-09-14
563758.1664229783,5705661.548318731,167.0,treated,non-inoculated,observation,2022-09-14
563761.5255188127,5705661.548318731,167.0,treated,non-inoculated,observation,2022-09-14
563764.8846146471,5705661.548318731,166.0,treated,non-inoculated,observation,2022-09-13
563768.2437104817,5705661.548318731,154.0,treated,non-inoculated,observation,2022-09-01
563771.6028063161,5705661.548318731,166.0,treated,non-inoculated,observation,2022-09-13
563774.9619021505,5705661.548318731,154.0,treated,non-inoculated,observation,2022-09-01
563680.9072187856,5705658.1892228965,166.0,treated,non-inoculated,observation,2022-09-13
563684.26631462,5705658.1892228965,167.0,treated,non-inoculated,observation,2022-09-14
563690.984506289,5705658.1892228965,153.0,treated,non-inoculated,observation,2022-08-31
563694.3436021234,5705658.1892228965,167.0,treated,non-inoculated,observation,2022-09-14
563697.7026979579,5705658.1892228965,167.0,treated,non-inoculated,observation,2022-09-14
563704.4208896268,5705658.1892228965,167.0,treated,non-inoculated,observation,2022-09-14
563707.7799854613,5705658.1892228965,167.0,treated,non-inoculated,observation,2022-09-14
563714.4981771302,5705658.1892228965,167.0,treated,non-inoculated,observation,2022-09-14
563717.8572729647,5705658.1892228965,167.0,treated,non-inoculated,observation,2022-09-14
563731.2936563025,5705658.1892228965,167.0,treated,non-inoculated,observation,2022-09-14
563734.652752137,5705658.1892228965,161.0,treated,non-inoculated,observation,2022-09-08
563738.0118479715,5705658.1892228965,166.0,treated,non-inoculated,observation,2022-09-13
563741.3709438059,5705658.1892228965,166.0,treated,non-inoculated,observation,2022-09-13
563744.7300396404,5705658.1892228965,166.0,treated,non-inoculated,observation,2022-09-13
563751.4482313093,5705658.1892228965,167.0,treated,non-inoculated,observation,2022-09-14
563754.8073271438,5705658.1892228965,167.0,treated,non-inoculated,observation,2022-09-14
563758.1664229783,5705658.1892228965,167.0,treated,non-inoculated,observation,2022-09-14
563761.5255188127,5705658.1892228965,166.0,treated,non-inoculated,observation,2022-09-13
563764.8846146471,5705658.1892228965,167.0,treated,non-inoculated,observation,2022-09-14
563768.2437104817,5705658.1892228965,167.0,treated,non-inoculated,observation,2022-09-14
563771.6028063161,5705658.1892228965,154.0,treated,non-inoculated,observation,2022-09-01
563680.9072187856,5705654.830127062,161.0,treated,non-inoculated,observation,2022-09-08
563684.26631462,5705654.830127062,166.0,treated,non-inoculated,observation,2022-09-13
563687.6254104545,5705654.830127062,167.0,treated,non-inoculated,observation,2022-09-14
563690.984506289,5705654.830127062,167.0,treated,non-inoculated,observation,2022-09-14
563694.3436021234,5705654.830127062,167.0,treated,non-inoculated,observation,2022-09-14
563697.7026979579,5705654.830127062,167.0,treated,non-inoculated,observation,2022-09-14
563701.0617937924,5705654.830127062,167.0,treated,non-inoculated,observation,2022-09-14
563707.7799854613,5705654.830127062,167.0,treated,non-inoculated,observation,2022-09-14
563711.1390812957,5705654.830127062,167.0,treated,non-inoculated,observation,2022-09-14
563714.4981771302,5705654.830127062,167.0,treated,non-inoculated,observation,2022-09-14
563717.8572729647,5705654.830127062,167.0,treated,non-inoculated,observation,2022-09-14
563721.2163687991,5705654.830127062,167.0,treated,non-inoculated,observation,2022-09-14
563724.5754646336,5705654.830127062,167.0,treated,non-inoculated,observation,2022-09-14
563727.9345604681,5705654.830127062,166.0,treated,non-inoculated,observation,2022-09-13
563731.2936563025,5705654.830127062,167.0,treated,non-inoculated,observation,2022-09-14
563734.652752137,5705654.830127062,167.0,treated,non-inoculated,observation,2022-09-14
563738.0118479715,5705654.830127062,167.0,treated,non-inoculated,observation,2022-09-14
563741.3709438059,5705654.830127062,167.0,treated,non-inoculated,observation,2022-09-14
563744.7300396404,5705654.830127062,167.0,treated,non-inoculated,observation,2022-09-14
563748.0891354749,5705654.830127062,166.0,treated,non-inoculated,observation,2022-09-13
563751.4482313093,5705654.830127062,166.0,treated,non-inoculated,observation,2022-09-13
563754.8073271438,5705654.830127062,166.0,treated,non-inoculated,observation,2022-09-13
563758.1664229783,5705654.830127062,153.0,treated,non-inoculated,observation,2022-08-31
563761.5255188127,5705654.830127062,167.0,treated,non-inoculated,observation,2022-09-14
563764.8846146471,5705654.830127062,167.0,treated,non-inoculated,observation,2022-09-14
563768.2437104817,5705654.830127062,167.0,treated,non-inoculated,observation,2022-09-14
563771.6028063161,5705654.830127062,157.0,treated,non-inoculated,observation,2022-09-04
563680.9072187856,5705651.471031228,161.0,treated,non-inoculated,observation,2022-09-08
563684.26631462,5705651.471031228,166.0,treated,non-inoculated,observation,2022-09-13
563687.6254104545,5705651.471031228,167.0,treated,non-inoculated,observation,2022-09-14
563690.984506289,5705651.471031228,167.0,treated,non-inoculated,observation,2022-09-14
563694.3436021234,5705651.471031228,167.0,treated,non-inoculated,observation,2022-09-14
563697.7026979579,5705651.471031228,167.0,treated,non-inoculated,observation,2022-09-14
563701.0617937924,5705651.471031228,167.0,treated,non-inoculated,observation,2022-09-14
563707.7799854613,5705651.471031228,167.0,treated,non-inoculated,observation,2022-09-14
563711.1390812957,5705651.471031228,167.0,treated,non-inoculated,observation,2022-09-14
563714.4981771302,5705651.471031228,167.0,treated,non-inoculated,observation,2022-09-14
563717.8572729647,5705651.471031228,167.0,treated,non-inoculated,observation,2022-09-14
563721.2163687991,5705651.471031228,167.0,treated,non-inoculated,observation,2022-09-14
563724.5754646336,5705651.471031228,167.0,treated,non-inoculated,observation,2022-09-14
563727.9345604681,5705651.471031228,166.0,treated,non-inoculated,observation,2022-09-13
563731.2936563025,5705651.471031228,167.0,treated,non-inoculated,observation,2022-09-14
563734.652752137,5705651.471031228,167.0,treated,non-inoculated,observation,2022-09-14
563738.0118479715,5705651.471031228,167.0,treated,non-inoculated,observation,2022-09-14
563741.3709438059,5705651.471031228,167.0,treated,non-inoculated,observation,2022-09-14
563744.7300396404,5705651.471031228,167.0,treated,non-inoculated,observation,2022-09-14
563748.0891354749,5705651.471031228,166.0,treated,non-inoculated,observation,2022-09-13
563751.4482313093,5705651.471031228,166.0,treated,non-inoculated,observation,2022-09-13
563754.8073271438,5705651.471031228,166.0,treated,non-inoculated,observation,2022-09-13
563758.1664229783,5705651.471031228,153.0,treated,non-inoculated,observation,2022-08-31
563761.5255188127,5705651.471031228,167.0,treated,non-inoculated,observation,2022-09-14
563764.8846146471,5705651.471031228,167.0,treated,non-inoculated,observation,2022-09-14
563768.2437104817,5705651.471031228,167.0,treated,non-inoculated,observation,2022-09-14
563771.6028063161,5705651.471031228,157.0,treated,non-inoculated,observation,2022-09-04
563684.26631462,5705648.111935393,167.0,treated,non-inoculated,observation,2022-09-14
563687.6254104545,5705648.111935393,167.0,treated,non-inoculated,observation,2022-09-14
563690.984506289,5705648.111935393,167.0,treated,non-inoculated,observation,2022-09-14
563694.3436021234,5705648.111935393,167.0,treated,non-inoculated,observation,2022-09-14
563697.7026979579,5705648.111935393,167.0,treated,non-inoculated,observation,2022-09-14
563701.0617937924,5705648.111935393,166.0,treated,non-inoculated,observation,2022-09-13
563704.4208896268,5705648.111935393,167.0,treated,non-inoculated,observation,2022-09-14
563707.7799854613,5705648.111935393,161.0,treated,non-inoculated,observation,2022-09-08
563711.1390812957,5705648.111935393,167.0,treated,non-inoculated,observation,2022-09-14
563717.8572729647,5705648.111935393,166.0,treated,non-inoculated,observation,2022-09-13
563721.2163687991,5705648.111935393,152.0,treated,non-inoculated,observation,2022-08-30
563724.5754646336,5705648.111935393,152.0,treated,non-inoculated,observation,2022-08-30
563727.9345604681,5705648.111935393,166.0,treated,non-inoculated,observation,2022-09-13
563731.2936563025,5705648.111935393,166.0,treated,non-inoculated,observation,2022-09-13
563734.652752137,5705648.111935393,166.0,treated,non-inoculated,observation,2022-09-13
563738.0118479715,5705648.111935393,154.0,treated,non-inoculated,observation,2022-09-01
563741.3709438059,5705648.111935393,166.0,treated,non-inoculated,observation,2022-09-13
563744.7300396404,5705648.111935393,167.0,treated,non-inoculated,observation,2022-09-14
563748.0891354749,5705648.111935393,166.0,treated,non-inoculated,observation,2022-09-13
563751.4482313093,5705648.111935393,166.0,treated,non-inoculated,observation,2022-09-13
563754.8073271438,5705648.111935393,167.0,treated,non-inoculated,observation,2022-09-14
563758.1664229783,5705648.111935393,167.0,treated,non-inoculated,observation,2022-09-14
563761.5255188127,5705648.111935393,154.0,treated,non-inoculated,observation,2022-09-01
563768.2437104817,5705648.111935393,167.0,treated,non-inoculated,observation,2022-09-14
563771.6028063161,5705648.111935393,154.0,treated,non-inoculated,observation,2022-09-01
563680.9072187856,5705644.752839559,167.0,treated,non-inoculated,observation,2022-09-14
563684.26631462,5705644.752839559,167.0,treated,non-inoculated,observation,2022-09-14
563687.6254104545,5705644.752839559,167.0,treated,non-inoculated,observation,2022-09-14
563690.984506289,5705644.752839559,167.0,treated,non-inoculated,observation,2022-09-14
563694.3436021234,5705644.752839559,167.0,treated,non-inoculated,observation,2022-09-14
563697.7026979579,5705644.752839559,167.0,treated,non-inoculated,observation,2022-09-14
563701.0617937924,5705644.752839559,167.0,treated,non-inoculated,observation,2022-09-14
563704.4208896268,5705644.752839559,167.0,treated,non-inoculated,observation,2022-09-14
563707.7799854613,5705644.752839559,167.0,treated,non-inoculated,observation,2022-09-14
563711.1390812957,5705644.752839559,167.0,treated,non-inoculated,observation,2022-09-14
563714.4981771302,5705644.752839559,166.0,treated,non-inoculated,observation,2022-09-13
563738.0118479715,5705644.752839559,153.0,treated,non-inoculated,observation,2022-08-31
563741.3709438059,5705644.752839559,154.0,treated,non-inoculated,observation,2022-09-01
563744.7300396404,5705644.752839559,167.0,treated,non-inoculated,observation,2022-09-14
